Ngày,Mua vào,Bán ra
3/25/2023,66.65,67.35
3/27/2023,66.6,67.3
3/28/2023,66.65,67.35
3/29/2023,66.5,67.2
3/30/2023,66.45,67.15
3/31/2023,66.3,66.9
4/1/2023,66.45,67.05
4/3/2023,66.3,66.9
4/4/2023,66.6,67.2
4/5/2023,66.45,67.05
4/6/2023,66.5,67.1
4/7/2023,66.45,67.05
4/8/2023,66.4,67.1
4/10/2023,66.4,67
4/11/2023,66.4,67
4/12/2023,66.4,67
4/13/2023,66.4,67
4/14/2023,66.7,67.3
4/15/2023,66.3,67
4/17/2023,66.35,66.95
4/18/2023,66.5,67.1
4/19/2023,66.45,67.05
4/20/2023,66.35,66.95
4/21/2023,66.45,67.05
4/22/2023,66.35,66.95
4/24/2023,66.45,67.05
4/25/2023,66.45,67.05
4/26/2023,66.45,67.05
4/27/2023,66.55,67.15
4/28/2023,66.5,67.1
5/3/2023,66.6,67.2
5/4/2023,66.7,67.3
5/5/2023,66.65,67.25
5/6/2023,66.5,67.1
5/8/2023,66.35,67.05
5/9/2023,66.5,67.1
5/10/2023,66.65,67.25
5/11/2023,66.5,67.1
5/12/2023,66.65,67.25
5/13/2023,66.55,67.25
5/15/2023,66.55,67.25
5/16/2023,66.65,67.25
5/17/2023,66.5,67.1
5/18/2023,66.5,67.1
5/19/2023,66.55,67.15
5/20/2023,66.65,67.25
5/22/2023,66.75,67.35
5/23/2023,66.55,67.15
5/24/2023,66.5,67.1
5/25/2023,66.5,67.1
5/26/2023,66.5,67.1
5/27/2023,66.35,67.05
5/29/2023,66.4,67
5/30/2023,66.35,66.95
5/31/2023,66.55,67.15
6/1/2023,66.5,67.1
6/2/2023,66.4,67
6/3/2023,66.45,67.05
6/5/2023,66.4,67
6/6/2023,66.55,67.15
6/7/2023,66.4,67
6/8/2023,66.35,66.95
6/9/2023,66.4,67
6/10/2023,66.5,67.1
6/12/2023,66.5,67.1
6/13/2023,66.5,67.1
6/14/2023,66.4,67
6/15/2023,66.55,67.15
6/16/2023,66.6,67.2
6/17/2023,66.55,67.15
6/19/2023,66.5,67.1
6/20/2023,66.45,67.05
6/21/2023,66.5,67.1
6/22/2023,66.45,67.05
6/23/2023,66.4,67
6/24/2023,66.5,67.1
6/26/2023,66.5,67.1
6/27/2023,66.35,66.95
6/28/2023,66.35,66.95
6/29/2023,66.4,67
6/30/2023,66.4,67
7/1/2023,66.35,66.95
7/3/2023,66.4,67
7/4/2023,66.45,67.05
7/5/2023,66.5,67.1
7/6/2023,66.35,66.95
7/7/2023,66.45,67.05
7/8/2023,66.45,67.15
7/10/2023,66.45,67.05
7/11/2023,66.5,67.1
7/12/2023,66.6,67.2
7/13/2023,66.65,67.25
7/14/2023,66.75,67.35
7/15/2023,66.5,67.2
7/17/2023,66.6,67.2
7/19/2023,66.65,67.25
7/20/2023,66.6,67.2
7/21/2023,66.55,67.15
7/22/2023,66.4,67.1
7/24/2023,66.45,67.05
7/25/2023,66.55,67.15
7/26/2023,66.5,67.1
7/27/2023,66.6,67.2
7/28/2023,66.6,67.2
7/29/2023,66.55,67.25
7/31/2023,66.6,67.2
8/1/2023,66.7,67.3
8/2/2023,66.7,67.3
8/3/2023,66.6,67.2
8/4/2023,66.65,67.25
8/5/2023,66.6,67.2
8/7/2023,66.7,67.3
8/8/2023,66.75,67.35
8/9/2023,66.7,67.3
8/10/2023,66.65,67.25
8/11/2023,66.7,67.3
8/12/2023,66.8,67.5
8/14/2023,66.8,67.4
8/15/2023,66.9,67.5
8/16/2023,66.95,67.55
8/17/2023,66.9,67.5
8/18/2023,67.05,67.65
8/19/2023,67,67.7
8/21/2023,67.05,67.65
8/22/2023,66.95,67.55
8/23/2023,67.1,67.7
8/24/2023,67.3,67.9
8/25/2023,67.25,67.85
8/26/2023,67.35,68.05
8/28/2023,67.45,68.05
8/29/2023,67.5,68.1
8/30/2023,67.7,68.3
8/31/2023,67.55,68.15
9/1/2023,67.55,68.25
9/5/2023,67.55,68.15
9/6/2023,67.75,68.35
9/7/2023,67.75,68.35
9/8/2023,68.2,68.9
9/9/2023,68.05,68.75
9/11/2023,68.15,68.85
9/12/2023,68.2,68.9
9/13/2023,68.05,68.75
9/14/2023,67.9,68.6
9/15/2023,67.85,68.55
9/16/2023,68,68.7
9/18/2023,68.3,69
9/19/2023,68.5,69.2
9/20/2023,68.5,69.2
9/21/2023,68.5,69.2
9/22/2023,68.45,69.15
9/23/2023,68.45,69.15
9/25/2023,68.4,69.1
9/26/2023,68.15,68.85
9/27/2023,68.1,68.8
9/28/2023,68.1,68.8
9/29/2023,68.15,68.85
10/2/2023,68.25,68.95
10/3/2023,68.2,68.9
10/4/2023,68.25,68.95
10/5/2023,68.2,68.9
10/6/2023,68.3,69
10/7/2023,68.45,69.15
10/9/2023,68.8,69.5
10/10/2023,68.95,69.65
10/11/2023,69.05,69.75
10/12/2023,69.3,70
10/13/2023,69.45,70.15
10/14/2023,69.7,71
10/16/2023,69.85,70.55
10/17/2023,69.55,70.25
10/18/2023,69.45,70.15
10/19/2023,69.65,70.35
10/20/2023,70.15,70.85
10/23/2023,70.05,70.75
10/24/2023,69.85,70.55
10/31/2023,69.95,70.65
11/1/2023,69.9,70.6
11/2/2023,70.1,70.8
11/3/2023,69.9,70.6
11/4/2023,69.6,70.4
11/6/2023,69.05,70.05
11/7/2023,68.5,69.8
11/8/2023,68.9,69.9
11/9/2023,69.1,70.1
11/10/2023,69.3,70.3
11/13/2023,69.3,70.3
11/14/2023,69.7,70.5
11/15/2023,69.55,70.35
11/16/2023,69.6,70.4
11/17/2023,69.8,70.6
11/18/2023,70,70.8
11/20/2023,70.05,70.75
11/21/2023,70.25,70.95
11/22/2023,70.6,71.3
11/23/2023,70.7,71.5
11/24/2023,70.65,71.45
11/25/2023,71.1,72.1
11/27/2023,71.3,72.3
11/28/2023,71.9,72.7
11/29/2023,72.5,73.5
11/30/2023,72.5,73.7
12/1/2023,72.4,73.6
12/2/2023,72.3,73.5
12/4/2023,72.7,74
12/5/2023,73,74.2
12/6/2023,73.2,74.4
12/7/2023,73.1,74.3
12/8/2023,73,74
12/9/2023,73.1,74.1
12/11/2023,73,74
12/12/2023,72.6,73.6
12/13/2023,72.6,73.6
12/14/2023,72.8,73.8
12/15/2023,73.3,74.3
12/16/2023,73.5,74.5
12/18/2023,73.35,74.35
12/19/2023,73.5,74.5
12/20/2023,73.9,74.9
12/21/2023,74.4,75.4
12/22/2023,74.8,75.8
12/23/2023,75.8,76.8
12/25/2023,75.9,76.9
12/26/2023,77.4,78.4
12/27/2023,77.4,79.2
12/28/2023,77.8,79.5
12/29/2023,74.5,77.5
12/30/2023,73,76
1/2/2024,70.5,73.5
1/3/2024,72,75
1/4/2024,72,75
1/5/2024,72,75
1/6/2024,72,75
1/8/2024,72,75
1/9/2024,71.4,74.5
1/10/2024,71.5,74.5
1/11/2024,71.8,74.3
1/12/2024,72.8,75.3
1/13/2024,73.5,76
1/15/2024,74,77
1/16/2024,74,76.5
1/17/2024,73.5,76
1/18/2024,73.5,76
1/19/2024,74.2,76.7
1/20/2024,74.3,76.8
1/22/2024,73.8,76.3
1/23/2024,73.5,76
1/24/2024,74.2,76.7
1/25/2024,74.2,76.7
1/26/2024,74,76.5
1/27/2024,74.2,76.7
1/29/2024,74.2,76.7
1/30/2024,74.3,76.8
1/31/2024,74.9,77.4
2/1/2024,75.7,78
2/2/2024,76.2,78.5
2/3/2024,75.8,78.3
2/5/2024,75.7,77.9
2/6/2024,76.3,78.5
2/7/2024,76.3,78.5
2/15/2024,75.4,77.7
2/16/2024,76.8,79
2/17/2024,76.2,78.4
2/18/2024,76,78.6
2/19/2024,75.4,78.4
2/20/2024,75.4,77.7
2/21/2024,76.2,78.4
2/22/2024,75.7,77.9
2/23/2024,76.8,79
2/24/2024,76.3,78.5
2/26/2024,76.7,78.9
2/27/2024,77.2,79.2
2/28/2024,76.7,78.7
2/29/2024,77.4,79.4
3/1/2024,77.6,79.6
3/2/2024,77.8,79.8
3/4/2024,78.2,80.2
3/5/2024,78.9,80.9
3/6/2024,78.8,80.8
3/7/2024,79,81
3/8/2024,79.8,81.8
3/9/2024,79.7,82.2
3/11/2024,80,82
3/12/2024,80.3,82.3
3/13/2024,80.5,82.5
3/14/2024,79,81
3/15/2024,79.4,81.4
3/16/2024,79,81.5
3/18/2024,79.2,81.7
3/19/2024,79.9,81.9
3/20/2024,79.7,81.7
3/21/2024,80,82
3/22/2024,78.8,80.8
3/23/2024,77.7,80
3/25/2024,78,80.3
3/26/2024,78,80
3/27/2024,78.5,80.5
3/28/2024,78.9,80.9
3/29/2024,79.5,81.5
3/30/2024,78.7,81
4/1/2024,78.5,81
4/2/2024,79.1,81.1
4/3/2024,79.3,81.3
4/4/2024,79.7,81.7
4/5/2024,78.9,80.9
4/6/2024,79.5,81.5
4/8/2024,79.7,81.7
4/9/2024,80.6,82.6
4/10/2024,82.8,84.8
4/11/2024,82.4,84.4
4/12/2024,82.2,84.2
4/13/2024,82.5,84.5
4/15/2024,80.6,83.1
4/16/2024,82.1,84.1
4/17/2024,81.7,83.7
4/18/2024,82.1,84.1
4/19/2024,81.8,83.8
4/20/2024,82,84
4/22/2024,82,84
4/23/2024,80.3,82.8
4/24/2024,81,83.3
4/25/2024,81.5,83.8
4/26/2024,82.4,84.6
5/2/2024,82.5,84.7
5/3/2024,82.9,85.2
5/4/2024,83.5,85.9
5/6/2024,83.8,86
5/7/2024,84.6,86.8
5/8/2024,85.1,87.3
5/9/2024,85.7,88
5/10/2024,87.2,89.5
5/11/2024,88.8,91.3
5/13/2024,85.5,88.5
5/14/2024,86,89
5/15/2024,87.3,89.8
5/16/2024,87.9,90.4
5/17/2024,87.4,89.9
5/18/2024,87.7,90.4
5/20/2024,88.4,90.4
5/21/2024,88.8,90.8
5/22/2024,88.9,90.9
5/23/2024,88.9,90.9
5/24/2024,87.5,89.5
5/27/2024,87.6,89.6
5/28/2024,88.4,90.4
5/29/2024,88.9,90.9
5/30/2024,88.3,90.3
5/31/2024,85.8,88.8
6/1/2024,82,85
6/3/2024,80,82.5
6/4/2024,77.98,79.98
6/5/2024,77.48,78.98
6/6/2024,76.78,77.98
6/7/2024,74.98,76.98
6/8/2024,74.98,76.98
6/11/2024,74.98,76.98
6/12/2024,74.98,76.98
6/13/2024,74.98,76.98
6/14/2024,74.98,76.98
6/15/2024,74.98,76.98
6/17/2024,74.98,76.98
6/19/2024,74.98,76.98
6/20/2024,74.98,76.98
6/21/2024,74.98,76.98
6/22/2024,74.98,76.98
6/24/2024,74.98,76.98
6/26/2024,74.98,76.98
6/27/2024,74.98,76.98
6/28/2024,74.98,76.98
7/2/2024,74.98,76.98
7/3/2024,74.98,76.98
7/4/2024,74.98,76.98
7/6/2024,74.98,76.98
7/8/2024,74.98,76.98
7/9/2024,74.98,76.98
7/10/2024,74.98,76.98
7/11/2024,74.98,76.98
7/12/2024,74.98,76.98
7/16/2024,75.48,76.98
7/17/2024,75.48,76.98
7/18/2024,78.5,80
7/19/2024,78.5,80
7/20/2024,78,80
7/22/2024,78,80
7/23/2024,77.5,79.5
7/24/2024,77.5,79.5
7/25/2024,77.5,79.5
7/26/2024,77.5,79.5
7/27/2024,77.5,79.5
7/29/2024,77.5,79.5
7/30/2024,77,79
7/31/2024,77,79
8/1/2024,77.8,79.8
8/2/2024,77.8,79.8
8/3/2024,78.3,79.8
8/5/2024,78.3,79.8
8/6/2024,77,79
8/7/2024,77,79
8/9/2024,76.5,78.5
8/10/2024,76.5,78.5
8/12/2024,76.5,78.5
8/13/2024,78,80
8/15/2024,78,80
8/16/2024,78,80
8/17/2024,78,80
8/19/2024,78,80
8/20/2024,79,81
8/21/2024,79,81
8/23/2024,79,81
8/24/2024,79,81
8/26/2024,79,81
8/27/2024,79,81
8/28/2024,79,81
8/29/2024,79,81
8/31/2024,79,81
9/4/2024,79,81
9/5/2024,78.5,80.5
9/9/2024,78.5,80.5
9/10/2024,78.5,80.5
9/11/2024,78.5,80.5
9/12/2024,78.5,80.5
9/13/2024,78.5,80.5
9/16/2024,78.5,80.5
9/17/2024,80,82
9/19/2024,79.8,81.8
9/20/2024,80,82
9/21/2024,80,82
9/23/2024,80,82
9/24/2024,81.5,83.5
9/25/2024,81.5,83.5
9/26/2024,81.5,83.5
9/27/2024,81.5,83.5
10/1/2024,82,84
10/2/2024,82,84
10/3/2024,82,84
10/4/2024,82,84
10/8/2024,83,85
10/9/2024,83,85
10/10/2024,82.5,84.5
10/11/2024,82.5,84.5
10/12/2024,82.5,84.5
10/13/2024,82.5,84.5
10/14/2024,83,85
10/15/2024,83,85
10/16/2024,84,86
10/17/2024,84,86
10/18/2024,84,86
10/19/2024,84,86
10/21/2024,86,88
10/22/2024,87,89
10/23/2024,87,89
10/24/2024,87,89
10/25/2024,87,89
10/26/2024,87,89
10/27/2024,87,89
10/28/2024,87,89
10/29/2024,87,89
10/30/2024,87,89
10/31/2024,88,90
11/1/2024,87.5,89.5
11/4/2024,87,89
11/5/2024,87,89
11/6/2024,87,89
11/7/2024,85.5,87.5
11/8/2024,82,86.5
11/9/2024,82,85.8
11/11/2024,82,85.5
11/12/2024,80.6,84.1
11/13/2024,80.5,84
11/14/2024,80,83.5
11/15/2024,80,83.5
11/16/2024,80,83.5
11/18/2024,80.3,83.8
11/19/2024,81.7,84.7
11/20/2024,82.7,85.7
11/21/2024,83.7,86.2
11/22/2024,84.5,86.5
11/23/2024,85,87
11/25/2024,85,87
11/26/2024,82.8,85.3
11/27/2024,82.8,85.3
11/28/2024,83,85.5
11/29/2024,83.1,85.6
11/30/2024,83.3,85.8
12/1/2024,83.3,85.8
12/2/2024,82.8,85.3
12/3/2024,82.8,85.3
12/4/2024,83,85.5
12/6/2024,82.3,84.8
12/9/2024,82.7,85.2
12/11/2024,84.6,87.1
12/12/2024,84.8,87.3
12/13/2024,83.9,86.4
12/14/2024,83.8,86.3
12/16/2024,82.6,85.1
12/18/2024,83.1,85.1
12/19/2024,81.9,83.9
12/20/2024,82.1,84.1
12/21/2024,81.8,83.8
12/23/2024,82.3,84.3
12/24/2024,82.3,84.3
12/26/2024,82.5,84.5
12/27/2024,82.7,84.7
12/30/2024,82.5,84.5
12/31/2024,82.5,84.5
1/2/2025,83.3,84.8
1/3/2025,84,85.5
1/6/2025,83.5,85
1/7/2025,83.8,85.3
1/8/2025,84,85.5
1/9/2025,84.5,86
1/10/2025,84.7,86.2
1/11/2025,84.8,86.8
1/13/2025,84.6,86.6
1/14/2025,84.4,86.4
1/15/2025,84.6,86.6
1/16/2025,85,87
1/17/2025,85.3,87.3
1/18/2025,84.9,86.9
1/20/2025,84.7,86.7
1/21/2025,85,87
1/22/2025,86,88
1/23/2025,86.4,88.4
1/24/2025,86.5,88.5
1/25/2025,86.8,88.8
2/1/2025,86.8,88.8
2/3/2025,86.8,88.8
2/4/2025,87.8,90.3
2/5/2025,88,91
2/6/2025,88.2,91.2
2/7/2025,86.5,90
2/10/2025,87.3,90.3
2/11/2025,89.8,92.8
2/12/2025,86.7,90.2
2/13/2025,87.4,90.4
2/14/2025,88.3,91.3
2/15/2025,87.3,90.3
2/17/2025,87.3,90.3
2/18/2025,88.3,90.8
2/19/2025,89.4,91.7
2/20/2025,89.8,92.1
2/21/2025,89.7,92
2/22/2025,89.4,91.7
2/24/2025,89.2,91.5
2/25/2025,90,92.3
2/26/2025,89.4,91.7
2/27/2025,89.2,91.5
2/28/2025,88.9,90.9
3/1/2025,88.3,90.3
3/3/2025,89,91
3/4/2025,89.6,91.6
3/6/2025,91,93
3/7/2025,90.9,92.9
3/8/2025,90.9,92.9
3/10/2025,91.1,93.1
3/11/2025,90.6,92.6
3/12/2025,91.6,93.3
3/13/2025,92.5,94.2
3/14/2025,94.1,95.6
3/17/2025,94.8,96.1
3/18/2025,95.4,96.9
3/19/2025,97.1,98.6
3/20/2025,98.6,100.4
3/21/2025,94.7,97.7
3/22/2025,94.7,97.7
3/23/2025,94.4,97.4
3/24/2025,94.4,97.4
3/25/2025,94.9,97.4
3/26/2025,96.5,98.2
3/27/2025,96.7,98.4
3/28/2025,98.2,99.9
3/29/2025,98.4,100.7
3/31/2025,98.7,100.7
4/1/2025,99.8,102.1
4/2/2025,99.1,101.8
4/3/2025,99.8,102.5
4/4/2025,99.4,101.9
4/5/2025,97.1,100.1
4/8/2025,96.5,99.5
4/9/2025,97.4,99.6
4/10/2025,100.4,103.4
4/11/2025,103.4,106.4
4/12/2025,102.9,105.9
4/14/2025,104.5,107
4/15/2025,105.2,107.7
4/16/2025,106.8,109.8
4/17/2025,115.5,118
4/18/2025,117,120
4/19/2025,117,120
4/21/2025,112,114
4/22/2025,119,121
4/23/2025,122,124
4/24/2025,118.5,121.5
4/25/2025,119.5,121.5
4/26/2025,118.5,120.5
4/28/2025,118.5,120.5
4/29/2025,118.8,120.8
5/1/2025,119.3,121.3
5/2/2025,119.3,121.3
5/5/2025,117.8,119.8
5/6/2025,120.8,122.8
5/7/2025,120.2,122.2
5/8/2025,120.7,122.7
5/9/2025,118,120
5/10/2025,120,122
5/12/2025,119,121
5/13/2025,117.5,119.5
5/14/2025,118,120
5/15/2025,117.4,119.4
5/16/2025,118.5,120.8
5/17/2025,115.5,118.5
5/19/2025,116.8,119.3
5/20/2025,116.8,119.3
5/21/2025,118,120.5
5/22/2025,119.3,121.3
5/23/2025,118,120
5/24/2025,119.5,121.5
5/25/2025,119,121
5/26/2025,117,120
5/27/2025,116.3,118.8
5/28/2025,115.8,118.3
5/29/2025,114.7,117.2
5/30/2025,116.5,119
5/31/2025,115.7,118.2
6/2/2025,116,118.5
6/3/2025,116,118
6/5/2025,115.4,117.7
6/6/2025,116,118
6/7/2025,114.9,117.2
6/9/2025,115.2,117.2
6/10/2025,116,118
6/11/2025,116.8,118.8
6/12/2025,116.8,118.8
6/13/2025,118.5,120.5
6/14/2025,117.8,120.3
6/16/2025,118.5,120.5
6/17/2025,117.3,119.3
6/19/2025,117.4,119.4
6/21/2025,117.7,119.7
6/23/2025,117.7,119.7
6/24/2025,117.7,119.7
6/26/2025,117.8,119.8
6/27/2025,117.7,119.7
6/28/2025,117.7,119.7
6/30/2025,117.5,119.5
7/1/2025,118.3,120.3
7/2/2025,118.7,120.7
7/3/2025,118.9,120.9
7/4/2025,118.9,120.9
